id,name,followers,popularity,url,image
5YHM0i7v5TqqibZhS0YiuX,Ryan Trey,38851,58,https://open.spotify.com/artist/5YHM0i7v5TqqibZhS0YiuX,https://i.scdn.co/image/1803570bd7e8cd341d0b2d015251008ba862fbfd
68kEuyFKyqrdQQLLsmiatm,Vince Staples,1042046,76,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,https://i.scdn.co/image/b5928a2fad6cc160bf4b37d8d393d401db61e6c2
07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,277754,70,https://open.spotify.com/artist/07d5etnpjriczFBB8pxmRe,https://i.scdn.co/image/44b2af225e5a8f0c215965d542e8ab9d00311b5f
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,2747628,87,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,https://i.scdn.co/image/c509c5aa8289c3048fa8259d0bce49b2999c320f
3ZooCJzNMTLpmJaIRUEorI,Young Dro,496271,56,https://open.spotify.com/artist/3ZooCJzNMTLpmJaIRUEorI,https://i.scdn.co/image/06fbfde57a9e92f9c21820b5683690a3d6dd0b81
55Aa2cqylxrFIXC767Z865,Lil Wayne,8780377,93,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,https://i.scdn.co/image/df959d3993ded32689c465c1e6d0e96b612c1404
0pghUohLPptZWBasy2wmUx,THEY.,179241,65,https://open.spotify.com/artist/0pghUohLPptZWBasy2wmUx,https://i.scdn.co/image/4a0a4de5f4b052b59a1469c7f9a802bb6e30d599
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,2859068,83,https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk,https://i.scdn.co/image/ba3562f6a7c99ccce1c8d3e7596981185650b19b
6If57j6e3TXXk0HiLcIZca,Sevyn Streeter,769566,64,https://open.spotify.com/artist/6If57j6e3TXXk0HiLcIZca,https://i.scdn.co/image/6a49af0ebb81c8ffdc0c3551267319de1dbee258
20s0P9QLxGqKuCsGwFsp7w,Mario,1728292,73,https://open.spotify.com/artist/20s0P9QLxGqKuCsGwFsp7w,https://i.scdn.co/image/bddf9d80fb1d1729ec5aaa7084e1eaf7f581cdbd
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,3172230,90,https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq,https://i.scdn.co/image/6d0222ada3a614c277aaff64fb1d7eb84a34644b
1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,1942428,73,https://open.spotify.com/artist/1vfezMIyCr4XUdYRaKIKi3,https://i.scdn.co/image/2403e5037497a7767f74cf832ca642d009cde5a1
3aQeKQSyrW4qWr35idm0cy,T-Pain,2475422,83,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy,https://i.scdn.co/image/90890e95f26516915b4862f2b399739bb394239f
4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees,1502769,78,https://open.spotify.com/artist/4tMm1dU6Gn04VAZ9ClHcIZ,https://i.scdn.co/image/4cfee7105792cf70d10d6c41572edacdba4aad40
2ZavqCJe7uqkRpISes0NFi,Iamsu!,206883,65,https://open.spotify.com/artist/2ZavqCJe7uqkRpISes0NFi,https://i.scdn.co/image/73c000060fc32d5b5f15c6730f47f7c3b0f0db96
1Zatb2YN4erBOoSivOXc0o,O.T. Genasis,721405,68,https://open.spotify.com/artist/1Zatb2YN4erBOoSivOXc0o,https://i.scdn.co/image/7293eeb8b9f5b0115cc1521a6e2cd04e74278af0
3KV3p5EY4AvKxOlhGHORLg,Jeremih,4077228,84,https://open.spotify.com/artist/3KV3p5EY4AvKxOlhGHORLg,https://i.scdn.co/image/48e38236955edc0ac5dbe291992dbf82a90e6d6d
3hcs9uc56yIGFCSy9leWe7,Lil Durk,1396523,80,https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7,https://i.scdn.co/image/c69fef1d9303d2e36668ee9519fb11df412ff88f
2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,1629568,77,https://open.spotify.com/artist/2P5sC9cVZDToPxyomzF1UH,https://i.scdn.co/image/14eccdf3e49205a3300445ff37de3e19f84fe558
7e10JUMF7MJmmwYpnTSMI5,Dave East,430580,70,https://open.spotify.com/artist/7e10JUMF7MJmmwYpnTSMI5,https://i.scdn.co/image/e8fffe723e3f8071391136ec117e00b9cce0c83e
6vXTefBL93Dj5IqAWq6OTv,French Montana,3334518,85,https://open.spotify.com/artist/6vXTefBL93Dj5IqAWq6OTv,https://i.scdn.co/image/14443f9c4ab806e91aee7feaad4f90b91f29f7b6
7ibAWtDtmEfaVhc1FJ3Vl9,Eric Bellinger,539974,72,https://open.spotify.com/artist/7ibAWtDtmEfaVhc1FJ3Vl9,https://i.scdn.co/image/0a355d37d911e5004ce1500a58a738597abc3879
7BMccF0hQFBpP6417k1OtQ,Action Bronson,526549,68,https://open.spotify.com/artist/7BMccF0hQFBpP6417k1OtQ,https://i.scdn.co/image/6cb50ec40581d7cc79fa4763c7f475a966c3ad97
27w1NoOLMX7tJMYqcetPyG,Vic Mensa,507463,70,https://open.spotify.com/artist/27w1NoOLMX7tJMYqcetPyG,https://i.scdn.co/image/a33b53fea692bf02d3296a1ffb23a3951323d78e
5OrB6Jhhrl9y2PK0pSV4VP,Young Money,1551980,68,https://open.spotify.com/artist/5OrB6Jhhrl9y2PK0pSV4VP,https://i.scdn.co/image/ca134959a6212f3931540a4c59a08e5c0774978d
7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods,672239,74,https://open.spotify.com/artist/7mDU6nMUJnOSY2Hkjz5oqM,https://i.scdn.co/image/86c96003c75fd5ea1aab27465aa3d506ec7f7299
1Xfmvd48oOhEWkscWyEbh9,Lloyd,1304521,71,https://open.spotify.com/artist/1Xfmvd48oOhEWkscWyEbh9,https://i.scdn.co/image/ad7bfe74eb0f28fe77e461e95aca69e6df87d489
0c173mlxpT3dSFRgMO8XPh,Big Sean,7092233,87,https://open.spotify.com/artist/0c173mlxpT3dSFRgMO8XPh,https://i.scdn.co/image/ace48339c5cdca66a84a780aa0e6420b35b638c3
